UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
0.0021002100210021,L47201,L,0.38043478260869534,0.44444444444444997,0.1641443538998837,0.5631868131868131,0.24901185770750986,0.0,0.0,0.0,0.0,0.0,0.0
0.0022002200220022005,M14882,M,0.3913043478260789,0.44444444444444997,0.24039580908032598,0.3695054945054945,0.2569169960474308,0.0,0.0,0.0,0.0,0.0,0.0
0.0023002300230023005,L47203,L,0.4021739130434767,0.45679012345679126,0.3434225844004658,0.3008241758241758,0.26877470355731226,0.0,0.0,0.0,0.0,0.0,0.0
0.0024002400240024004,M14884,M,0.4021739130434767,0.45679012345679126,0.22875436554132722,0.46016483516483514,0.27667984189723316,0.0,0.0,0.0,0.0,0.0,0.0
0.0025002500250025004,L47205,L,0.4021739130434767,0.46913580246913966,0.4033760186263097,0.2678571428571429,0.2885375494071146,0.0,0.0,0.0,0.0,0.0,0.0
0.0026002600260026003,L47206,L,0.4130434782608674,0.46913580246913966,0.20023282887077998,0.4835164835164835,0.2964426877470355,0.0,0.0,0.0,0.0,0.0,0.0
0.0027002700270027003,H29441,H,0.4130434782608674,0.45679012345679126,0.3742724097788127,0.28571428571428575,0.3043478260869565,0.0,0.0,0.0,0.0,0.0,0.0
0.0028002800280028006,L47208,L,0.4130434782608674,0.45679012345679126,0.1577415599534343,0.554945054945055,0.32411067193675885,0.0,0.0,0.0,0.0,0.0,0.0
0.0029002900290029006,L47209,L,0.4021739130434767,0.45679012345679126,0.30558789289871946,0.3612637362637363,0.3320158102766798,0.0,0.0,0.0,0.0,0.0,0.0
0.0030003000300030005,M14890,M,0.4130434782608674,0.46913580246913966,0.09953434225844005,0.6098901098901098,0.33992094861660077,0.0,0.0,0.0,0.0,0.0,0.0
0.0031003100310031005,L47211,L,0.4021739130434767,0.45679012345679126,0.36670547147846333,0.2980769230769231,0.3517786561264822,0.0,0.0,0.0,0.0,0.0,0.0
0.0032003200320032004,L47212,L,0.4021739130434767,0.45679012345679126,0.14610011641443543,0.6112637362637362,0.35968379446640314,0.0,0.0,0.0,0.0,0.0,0.0
0.0033003300330033004,L47213,L,0.3913043478260789,0.44444444444444997,0.28928987194412115,0.3942307692307692,0.3675889328063241,0.0,0.0,0.0,0.0,0.0,0.0
0.0034003400340034003,M14894,M,0.38043478260869534,0.4197530864197603,0.22759022118742733,0.4244505494505495,0.37549407114624506,0.0,0.0,0.0,0.0,0.0,0.0
0.0035003500350035007,M14895,M,0.38043478260869534,0.4320987654321016,0.16530849825378346,0.6153846153846153,0.38735177865612647,0.0,0.0,0.0,0.0,0.0,0.0
0.0036003600360036006,M14896,M,0.3913043478260789,0.4320987654321016,0.24039580908032598,0.4519230769230769,0.3992094861660079,0.0,0.0,0.0,0.0,0.0,0.0
0.0037003700370037006,L47217,L,0.38043478260869534,0.4197530864197603,0.1577415599534343,0.48626373626373637,0.4110671936758893,0.0,0.0,0.0,0.0,0.0,0.0
0.0038003800380038005,H29452,H,0.3913043478260789,0.4320987654321016,0.1228172293364378,0.6442307692307693,0.41897233201581024,0.0,0.0,0.0,0.0,0.0,0.0
0.0039003900390039005,L47219,L,0.38043478260869534,0.4197530864197603,0.10593713620488943,0.6689560439560439,0.4387351778656126,0.0,0.0,0.0,0.0,0.0,0.0
0.004000400040004,L47220,L,0.38043478260869534,0.4197530864197603,0.11292200232828875,0.5714285714285714,0.44664031620553357,0.0,0.0,0.0,0.0,0.0,0.0
0.0041004100410041,L47221,L,0.38043478260869534,0.4197530864197603,0.11641443538998841,0.6456043956043955,0.45454545454545453,0.0,0.0,0.0,0.0,0.0,0.0
0.0042004200420042,M14902,M,0.38043478260869534,0.4197530864197603,0.11641443538998841,0.6222527472527473,0.4624505928853755,0.0,0.0,0.0,0.0,0.0,0.0
0.0043004300430043,H29457,H,0.38043478260869534,0.4320987654321016,0.11874272409778819,0.6140109890109889,0.4743083003952569,0.0,0.0,0.0,0.0,0.0,0.0
0.0044004400440044,M14904,M,0.38043478260869534,0.4197530864197603,0.17694994179278234,0.6002747252747253,0.49407114624505927,0.0,0.0,0.0,0.0,0.0,0.0
0.004500450045004501,L47225,L,0.38043478260869534,0.4197530864197603,0.18684516880093138,0.6222527472527473,0.5059288537549407,0.0,0.0,0.0,0.0,0.0,0.0
0.0046004600460046,M14906,M,0.36956521739129755,0.4074074074074119,0.3928987194412107,0.30219780219780223,0.5138339920948616,0.0,0.0,0.0,0.0,0.0,0.0
0.0047004700470047005,L47227,L,0.38043478260869534,0.4197530864197603,0.1455180442374855,0.5837912087912087,0.525691699604743,0.0,0.0,0.0,0.0,0.0,0.0
0.0048004800480048,H29462,H,0.38043478260869534,0.4320987654321016,0.1495925494761351,0.6881868131868131,0.533596837944664,0.0,0.0,0.0,0.0,0.0,0.0
0.0049004900490049,M14909,M,0.3913043478260789,0.4320987654321016,0.14202561117578583,0.5535714285714285,0.5533596837944663,0.0,0.0,0.0,0.0,0.0,0.0
0.005000500050005,L47230,L,0.3913043478260789,0.4197530864197603,0.9854481955762514,0.010989010989010992,0.5652173913043478,1.0,0.0,0.0,1.0,0.0,0.0
0.0051005100510051,L47231,L,0.3913043478260789,0.4197530864197603,0.12514551804423757,0.7019230769230769,0.5731225296442687,0.0,0.0,0.0,0.0,0.0,0.0
0.005200520052005201,H29466,H,0.38043478260869534,0.4074074074074119,0.19150174621653093,0.5494505494505494,0.5810276679841897,0.0,0.0,0.0,0.0,0.0,0.0
0.0053005300530053,L47233,L,0.36956521739129755,0.4074074074074119,0.23108265424912688,0.42994505494505497,0.6007905138339921,0.0,0.0,0.0,0.0,0.0,0.0
0.0054005400540054005,L47234,L,0.36956521739129755,0.4074074074074119,0.3044237485448196,0.3612637362637363,0.608695652173913,0.0,0.0,0.0,0.0,0.0,0.0
0.0055005500550055,L47235,L,0.38043478260869534,0.4197530864197603,0.20023282887077998,0.5068681318681318,0.616600790513834,0.0,0.0,0.0,0.0,0.0,0.0
0.0056005600560056,L47236,L,0.38043478260869534,0.4197530864197603,0.17986030267753206,0.5302197802197801,0.6245059288537549,0.0,0.0,0.0,0.0,0.0,0.0
0.005700570057005701,L47237,L,0.38043478260869534,0.4197530864197603,0.20081490104772992,0.5013736263736263,0.6324110671936758,0.0,0.0,0.0,0.0,0.0,0.0
0.0058005800580058,M14918,M,0.38043478260869534,0.4074074074074119,0.28696158323632137,0.35302197802197804,0.6403162055335968,0.0,0.0,0.0,0.0,0.0,0.0
0.005900590059005901,L47239,L,0.38043478260869534,0.4197530864197603,0.12223515715948785,0.695054945054945,0.6521739130434783,0.0,0.0,0.0,0.0,0.0,0.0
0.006000600060006,L47240,L,0.38043478260869534,0.4197530864197603,0.130966239813737,0.6703296703296703,0.6600790513833992,0.0,0.0,0.0,0.0,0.0,0.0
0.006100610061006101,M14921,M,0.38043478260869534,0.4074074074074119,0.24679860302677536,0.47252747252747257,0.6679841897233201,0.0,0.0,0.0,0.0,0.0,0.0
0.0062006200620062,L47242,L,0.38043478260869534,0.4074074074074119,0.3847497089639115,0.2623626373626374,0.6798418972332015,0.0,0.0,0.0,0.0,0.0,0.0
0.0063006300630063005,M14923,M,0.3913043478260789,0.4074074074074119,0.37485448195576254,0.30357142857142855,0.6877470355731224,0.0,0.0,0.0,0.0,0.0,0.0
0.006400640064006401,L47244,L,0.4021739130434767,0.4197530864197603,0.20663562281722936,0.47802197802197804,0.6996047430830039,0.0,0.0,0.0,0.0,0.0,0.0
0.0065006500650065,L47245,L,0.4021739130434767,0.4197530864197603,0.13154831199068684,0.5673076923076923,0.7075098814229248,0.0,0.0,0.0,0.0,0.0,0.0
0.006600660066006601,M14926,M,0.3913043478260789,0.3950617283950635,0.29743888242142025,0.34203296703296704,0.7154150197628458,0.0,0.0,0.0,0.0,0.0,0.0
0.0067006700670067,H29481,H,0.38043478260869534,0.3950617283950635,0.17345750873108268,0.5535714285714285,0.7272727272727272,0.0,0.0,0.0,0.0,0.0,0.0
0.006800680068006801,L47248,L,0.38043478260869534,0.3950617283950635,0.20896391152502913,0.39285714285714285,0.7470355731225296,0.0,0.0,0.0,0.0,0.0,0.0
0.0069006900690069,L47249,L,0.3913043478260789,0.4074074074074119,0.14086146682188594,0.8502747252747253,0.7549407114624506,1.0,0.0,0.0,1.0,1.0,0.0
0.0070007000700070005,M14930,M,0.3913043478260789,0.4074074074074119,0.440046565774156,0.25824175824175827,0.7628458498023715,0.0,0.0,0.0,0.0,0.0,0.0
0.007100710071007101,L47251,L,0.3913043478260789,0.4197530864197603,0.16530849825378346,0.5728021978021978,0.7747035573122529,0.0,0.0,0.0,0.0,0.0,0.0
0.0072007200720072,L47252,L,0.3913043478260789,0.4197530864197603,0.11699650756693836,0.5576923076923076,0.7826086956521738,0.0,0.0,0.0,0.0,0.0,0.0
0.007300730073007301,L47253,L,0.4021739130434767,0.4197530864197603,0.24679860302677536,0.4285714285714286,0.7905138339920948,0.0,0.0,0.0,0.0,0.0,0.0
0.0074007400740074,L47254,L,0.3913043478260789,0.4074074074074119,0.25203725261932486,0.3914835164835165,0.7984189723320158,0.0,0.0,0.0,0.0,0.0,0.0
0.007500750075007501,L47255,L,0.38043478260869534,0.3950617283950635,0.1228172293364378,0.5892857142857143,0.8063241106719367,0.0,0.0,0.0,0.0,0.0,0.0
0.007600760076007601,L47256,L,0.38043478260869534,0.3950617283950635,0.17054714784633296,0.6057692307692307,0.8142292490118577,0.0,0.0,0.0,0.0,0.0,0.0
0.007700770077007701,L47257,L,0.38043478260869534,0.3950617283950635,0.1670547147846333,0.5151098901098901,0.8221343873517786,1.0,1.0,0.0,0.0,0.0,0.0
0.0078007800780078,L47258,L,0.38043478260869534,0.3950617283950635,0.13387660069848661,0.6552197802197802,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0079007900790079,L47259,L,0.38043478260869534,0.3950617283950635,0.1362048894062864,0.46840659340659335,0.007905138339920948,0.0,0.0,0.0,0.0,0.0,0.0
0.008000800080008,H29494,H,0.38043478260869534,0.3827160493827222,0.16123399301513397,0.6332417582417582,0.015810276679841896,0.0,0.0,0.0,0.0,0.0,0.0
0.008100810081008101,L47261,L,0.3913043478260789,0.3950617283950635,0.1641443538998837,0.6002747252747253,0.035573122529644265,0.0,0.0,0.0,0.0,0.0,0.0
0.0082008200820082,L47262,L,0.3913043478260789,0.3950617283950635,0.1658905704307334,0.5082417582417581,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0
0.0083008300830083,L47263,L,0.4021739130434767,0.4074074074074119,0.1752037252619325,0.4986263736263737,0.05138339920948616,0.0,0.0,0.0,0.0,0.0,0.0
0.0084008400840084,L47264,L,0.3913043478260789,0.3950617283950635,0.14784633294528526,0.6016483516483516,0.05928853754940711,0.0,0.0,0.0,0.0,0.0,0.0
0.008500850085008501,M14945,M,0.4021739130434767,0.4074074074074119,0.370197904540163,0.315934065934066,0.06719367588932806,0.0,0.0,0.0,0.0,0.0,0.0
0.008600860086008601,H29500,H,0.4021739130434767,0.4074074074074119,0.15599534342258448,0.5508241758241758,0.07905138339920947,0.0,0.0,0.0,0.0,0.0,0.0
0.0087008700870087,L47267,L,0.4021739130434767,0.4074074074074119,0.21885913853317818,0.38461538461538464,0.09881422924901186,0.0,0.0,0.0,0.0,0.0,0.0
0.0088008800880088,M14948,M,0.4021739130434767,0.4074074074074119,0.14610011641443543,0.5686813186813187,0.1067193675889328,0.0,0.0,0.0,0.0,0.0,0.0
0.0089008900890089,M14949,M,0.3913043478260789,0.3950617283950635,0.1856810244470315,0.49038461538461536,0.11857707509881422,0.0,0.0,0.0,0.0,0.0,0.0
0.009000900090009001,L47270,L,0.3913043478260789,0.3950617283950635,0.340512223515716,0.30219780219780223,0.13043478260869565,0.0,0.0,0.0,0.0,0.0,0.0
0.009100910091009102,L47271,L,0.3913043478260789,0.3950617283950635,0.38533178114086153,0.2898351648351648,0.13833992094861658,0.0,0.0,0.0,0.0,0.0,0.0
0.0092009200920092,M14952,M,0.3913043478260789,0.3950617283950635,0.32537834691501744,0.3200549450549451,0.14624505928853754,0.0,0.0,0.0,0.0,0.0,0.0
0.0093009300930093,L47273,L,0.4130434782608674,0.4074074074074119,0.1641443538998837,0.5384615384615384,0.15810276679841895,0.0,0.0,0.0,0.0,0.0,0.0
0.009400940094009401,L47274,L,0.4021739130434767,0.3950617283950635,0.26426076833527357,0.385989010989011,0.1660079051383399,0.0,0.0,0.0,0.0,0.0,0.0
0.009500950095009501,M14955,M,0.4021739130434767,0.4074074074074119,0.10651920838183937,0.6648351648351648,0.17391304347826086,0.0,0.0,0.0,0.0,0.0,0.0
0.009600960096009602,M14956,M,0.4021739130434767,0.4074074074074119,0.23690337601862632,0.43269230769230765,0.18577075098814227,0.0,0.0,0.0,0.0,0.0,0.0
0.0097009700970097,M14957,M,0.3913043478260789,0.3950617283950635,0.33876600698486625,0.3585164835164835,0.1976284584980237,0.0,0.0,0.0,0.0,0.0,0.0
0.0098009800980098,L47278,L,0.3913043478260789,0.3827160493827222,0.21012805587892902,0.396978021978022,0.20948616600790512,0.0,0.0,0.0,0.0,0.0,0.0
0.009900990099009901,L47279,L,0.38043478260869534,0.3827160493827222,0.20663562281722936,0.5576923076923076,0.21739130434782608,0.0,0.0,0.0,0.0,0.0,0.0
0.010001000100010001,L47280,L,0.38043478260869534,0.3950617283950635,0.3981373690337603,0.29120879120879123,0.225296442687747,0.0,0.0,0.0,0.0,0.0,0.0
0.0101010101010101,L47281,L,0.38043478260869534,0.3827160493827222,0.47904540162980214,0.23214285714285715,0.23320158102766797,0.0,0.0,0.0,0.0,0.0,0.0
0.0102010201020102,L47282,L,0.38043478260869534,0.3827160493827222,0.22526193247962756,0.5054945054945055,0.24110671936758893,0.0,0.0,0.0,0.0,0.0,0.0
0.010301030103010301,M14963,M,0.38043478260869534,0.3827160493827222,0.1589057043073342,0.5041208791208791,0.24901185770750986,0.0,0.0,0.0,0.0,0.0,0.0
0.010401040104010401,L47284,L,0.38043478260869534,0.3703703703703738,0.1641443538998837,0.5439560439560439,0.2608695652173913,0.0,0.0,0.0,0.0,0.0,0.0
0.010501050105010502,L47285,L,0.38043478260869534,0.3703703703703738,0.24621653084982542,0.37500000000000006,0.26877470355731226,0.0,0.0,0.0,0.0,0.0,0.0
0.0106010601060106,L47286,L,0.38043478260869534,0.3703703703703738,0.16123399301513397,0.6140109890109889,0.27667984189723316,0.0,0.0,0.0,0.0,0.0,0.0
0.0107010701070107,M14967,M,0.38043478260869534,0.3827160493827222,0.19150174621653093,0.5906593406593406,0.2845849802371541,0.0,0.0,0.0,0.0,0.0,0.0
0.010801080108010801,H29522,H,0.3913043478260789,0.3827160493827222,0.26367869615832373,0.396978021978022,0.2964426877470355,0.0,0.0,0.0,0.0,0.0,0.0
0.010901090109010901,L47289,L,0.3913043478260789,0.3703703703703738,0.2351571594877765,0.41620879120879123,0.3162055335968379,0.0,0.0,0.0,0.0,0.0,0.0
0.011001100110011002,L47290,L,0.38043478260869534,0.3580246913580325,0.40977881257275917,0.2568681318681319,0.32411067193675885,0.0,0.0,0.0,0.0,0.0,0.0
0.0111011101110111,H29525,H,0.36956521739129755,0.3580246913580325,0.19266589057043082,0.5453296703296703,0.3320158102766798,0.0,0.0,0.0,0.0,0.0,0.0
0.0112011201120112,M14972,M,0.38043478260869534,0.3703703703703738,0.19208381839348088,0.49038461538461536,0.3517786561264822,0.0,0.0,0.0,0.0,0.0,0.0
0.011301130113011301,M14973,M,0.38043478260869534,0.3580246913580325,0.18509895227008155,0.5233516483516483,0.3636363636363636,0.0,0.0,0.0,0.0,0.0,0.0
0.011401140114011402,L47294,L,0.38043478260869534,0.3580246913580325,0.2980209545983702,0.3516483516483516,0.37549407114624506,0.0,0.0,0.0,0.0,0.0,0.0
0.011501150115011502,L47295,L,0.38043478260869534,0.3580246913580325,0.15308498253783476,0.5755494505494505,0.38339920948616596,0.0,0.0,0.0,0.0,0.0,0.0
0.0116011601160116,L47296,L,0.3913043478260789,0.3703703703703738,0.23050058207217705,0.41620879120879123,0.3913043478260869,0.0,0.0,0.0,0.0,0.0,0.0
0.011701170117011701,L47297,L,0.38043478260869534,0.3580246913580325,0.25087310826542497,0.4010989010989011,0.3992094861660079,0.0,0.0,0.0,0.0,0.0,0.0
0.011801180118011801,M14978,M,0.38043478260869534,0.3580246913580325,0.31373690337601867,0.3337912087912088,0.40711462450592883,0.0,0.0,0.0,0.0,0.0,0.0
0.011901190119011902,L47299,L,0.36956521739129755,0.3456790123456841,0.17403958090803262,0.5068681318681318,0.41897233201581024,0.0,0.0,0.0,0.0,0.0,0.0
0.012001200120012,L47300,L,0.3913043478260789,0.3703703703703738,0.15424912689173464,0.5618131868131868,0.4268774703557312,0.0,0.0,0.0,0.0,0.0,0.0
0.0121012101210121,L47301,L,0.3913043478260789,0.3703703703703738,0.2270081490104774,0.5137362637362637,0.43478260869565216,0.0,0.0,0.0,0.0,0.0,0.0
0.012201220122012201,L47302,L,0.4021739130434767,0.3827160493827222,0.08265424912689179,0.6442307692307693,0.4426877470355731,0.0,0.0,0.0,0.0,0.0,0.0
0.012301230123012302,L47303,L,0.3913043478260789,0.3703703703703738,0.22002328288707806,0.5439560439560439,0.450592885375494,0.0,0.0,0.0,0.0,0.0,0.0
0.012401240124012402,L47304,L,0.3913043478260789,0.3703703703703738,0.32537834691501744,0.3516483516483516,0.458498023715415,0.0,0.0,0.0,0.0,0.0,0.0
0.0125012501250125,L47305,L,0.3913043478260789,0.3580246913580325,0.22817229336437728,0.39010989010989017,0.46640316205533594,0.0,0.0,0.0,0.0,0.0,0.0
0.012601260126012601,L47306,L,0.4021739130434767,0.3580246913580325,0.09371362048894072,0.7788461538461537,0.4743083003952569,0.0,0.0,0.0,0.0,0.0,0.0
0.012701270127012701,L47307,L,0.3913043478260789,0.3580246913580325,0.14260768335273577,0.5865384615384615,0.48221343873517786,0.0,0.0,0.0,0.0,0.0,0.0
0.012801280128012802,L47308,L,0.4021739130434767,0.3580246913580325,0.24388824214202565,0.47802197802197804,0.49011857707509876,0.0,0.0,0.0,0.0,0.0,0.0
0.012901290129012902,L47309,L,0.3913043478260789,0.3456790123456841,0.22759022118742733,0.4189560439560439,0.4980237154150197,0.0,0.0,0.0,0.0,0.0,0.0
0.013001300130013,L47310,L,0.38043478260869534,0.3333333333333357,0.17753201396973228,0.5123626373626373,0.5059288537549407,0.0,0.0,0.0,0.0,0.0,0.0
0.013101310131013101,L47311,L,0.38043478260869534,0.3333333333333357,0.3311990686845169,0.3282967032967033,0.5138339920948616,0.0,0.0,0.0,0.0,0.0,0.0
0.013201320132013201,M14992,M,0.36956521739129755,0.3333333333333357,0.1589057043073342,0.5412087912087912,0.5217391304347826,0.0,0.0,0.0,0.0,0.0,0.0
0.013301330133013302,M14993,M,0.36956521739129755,0.3333333333333357,0.1525029103608848,0.6291208791208791,0.533596837944664,0.0,0.0,0.0,0.0,0.0,0.0
0.013401340134013402,L47314,L,0.38043478260869534,0.3333333333333357,0.11699650756693836,0.6758241758241758,0.5454545454545454,0.0,0.0,0.0,0.0,0.0,0.0
0.013501350135013501,M14995,M,0.38043478260869534,0.3456790123456841,0.31606519208381845,0.3392857142857143,0.5533596837944663,0.0,0.0,0.0,0.0,0.0,0.0
0.013601360136013601,H29550,H,0.36956521739129755,0.3456790123456841,0.14668218859138538,0.5755494505494505,0.5652173913043478,0.0,0.0,0.0,0.0,0.0,0.0
0.013701370137013702,L47317,L,0.36956521739129755,0.3580246913580325,0.07508731082654252,0.7074175824175823,0.5849802371541502,0.0,0.0,0.0,0.0,0.0,0.0
0.013801380138013802,H29552,H,0.38043478260869534,0.3580246913580325,0.16356228172293374,0.6263736263736263,0.592885375494071,0.0,0.0,0.0,0.0,0.0,0.0
0.0139013901390139,L47319,L,0.38043478260869534,0.3580246913580325,0.05820721769499426,0.7142857142857142,0.6126482213438734,0.0,0.0,0.0,0.0,0.0,0.0
0.014001400140014001,L47320,L,0.38043478260869534,0.3580246913580325,0.19965075669383003,0.4436813186813187,0.6205533596837944,0.0,0.0,0.0,0.0,0.0,0.0
0.014101410141014101,L47321,L,0.36956521739129755,0.3456790123456841,0.21885913853317818,0.4313186813186814,0.6284584980237153,0.0,0.0,0.0,0.0,0.0,0.0
0.014201420142014202,M15002,M,0.35869565217391397,0.3333333333333357,0.35506402793946445,0.33516483516483514,0.6363636363636364,0.0,0.0,0.0,0.0,0.0,0.0
0.014301430143014302,H29557,H,0.35869565217391397,0.3333333333333357,0.1391152502910361,0.6414835164835164,0.6482213438735177,0.0,0.0,0.0,0.0,0.0,0.0
0.0144014401440144,M15004,M,0.35869565217391397,0.3333333333333357,0.12980209545983712,0.5302197802197801,0.6679841897233201,0.0,0.0,0.0,0.0,0.0,0.0
0.014501450145014501,L47325,L,0.3478260869565162,0.3333333333333357,0.20081490104772992,0.4093406593406594,0.6798418972332015,0.0,0.0,0.0,0.0,0.0,0.0
0.014601460146014602,H29560,H,0.3478260869565162,0.3333333333333357,0.25844004656577424,0.4436813186813187,0.6877470355731224,0.0,0.0,0.0,0.0,0.0,0.0
0.014701470147014702,L47327,L,0.3369565217391255,0.3333333333333357,0.2019790454016298,0.4986263736263737,0.7075098814229248,0.0,0.0,0.0,0.0,0.0,0.0
0.014801480148014802,M15008,M,0.3260869565217348,0.3209876543209944,0.1228172293364378,0.6071428571428571,0.7154150197628458,0.0,0.0,0.0,0.0,0.0,0.0
0.014901490149014901,L47329,L,0.3369565217391255,0.3209876543209944,0.17753201396973228,0.49587912087912084,0.7272727272727272,0.0,0.0,0.0,0.0,0.0,0.0
0.015001500150015001,L47330,L,0.3369565217391255,0.3209876543209944,0.14784633294528526,0.5343406593406593,0.7351778656126482,0.0,0.0,0.0,0.0,0.0,0.0
0.015101510151015102,M15011,M,0.3369565217391255,0.308641975308646,0.17171129220023285,0.46428571428571436,0.7430830039525691,0.0,0.0,0.0,0.0,0.0,0.0
0.015201520152015202,M15012,M,0.3369565217391255,0.308641975308646,0.24214202561117582,0.510989010989011,0.7549407114624506,0.0,0.0,0.0,0.0,0.0,0.0
0.015301530153015303,L47333,L,0.3369565217391255,0.308641975308646,0.3969732246798604,0.3186813186813187,0.7667984189723319,0.0,0.0,0.0,0.0,0.0,0.0
0.015401540154015401,L47334,L,0.3369565217391255,0.308641975308646,0.20954598370197908,0.4450549450549451,0.7747035573122529,0.0,0.0,0.0,0.0,0.0,0.0
0.015501550155015502,H29569,H,0.3369565217391255,0.308641975308646,0.47671711292200236,0.21978021978021983,0.7826086956521738,0.0,0.0,0.0,0.0,0.0,0.0
0.0156015601560156,M15016,M,0.3369565217391255,0.2962962962963047,0.19033760186263105,0.5796703296703296,0.8023715415019762,0.0,0.0,0.0,0.0,0.0,0.0
0.0157015701570157,H29571,H,0.3369565217391255,0.308641975308646,0.180442374854482,0.5453296703296703,0.8142292490118577,0.0,0.0,0.0,0.0,0.0,0.0
0.0158015801580158,M15018,M,0.3369565217391255,0.308641975308646,0.19266589057043082,0.4972527472527473,0.83399209486166,0.0,0.0,0.0,0.0,0.0,0.0
0.0159015901590159,L47339,L,0.3369565217391255,0.308641975308646,0.1763678696158324,0.5934065934065934,0.8458498023715414,0.0,0.0,0.0,0.0,0.0,0.0
0.016001600160016,L47340,L,0.3369565217391255,0.308641975308646,0.06635622817229336,0.7815934065934066,0.8537549407114624,1.0,0.0,0.0,0.0,1.0,0.0
0.016101610161016102,L47341,L,0.3260869565217348,0.2962962962963047,0.14202561117578583,0.6662087912087912,0.8616600790513833,1.0,0.0,0.0,0.0,1.0,0.0
0.016201620162016202,L47342,L,0.3260869565217348,0.2962962962963047,0.2433061699650757,0.43543956043956045,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.016301630163016303,M15023,M,0.3369565217391255,0.308641975308646,0.17462165308498256,0.5494505494505494,0.007905138339920948,0.0,0.0,0.0,0.0,0.0,0.0
0.016401640164016403,M15024,M,0.3478260869565162,0.3209876543209944,0.15832363213038425,0.5467032967032966,0.01976284584980237,0.0,0.0,0.0,0.0,0.0,0.0
